"sort.word.tfidf.score"
"경찰"	13791.6534914364
"중국"	13427.2198376496
"시위대"	13228.3652828681
"선거"	12567.2165485791
"미국"	12051.1436192553
"캐리"	8991.78737565953
"장관"	8471.0447947722
"한국"	8313.67308771079
"대자보"	8278.34599542554
"지지"	8248.63979468732
"대만"	8138.93441020865
"정부"	7902.48560935753
"월"	7848.56332973349
"송환법"	7806.53854248426
"학생"	7498.64559608831
"년"	7257.25719254457
"트럼프"	7161.59928790195
"명"	7135.8468539429
"대통령"	7104.13266090797
"법안"	7090.69510045134
"이날"	6932.34279565537
"철회"	6926.84506562083
"집회"	6870.85953451996
"경제"	6724.31304379048
"이공대"	6603.61355186593
"주석"	6563.76925436608
"실탄"	6508.56651406162
"달러"	6495.99134811553
"만"	6471.82983323704
"체포"	6420.22599857305
"진영"	6274.04543691543
"억"	6262.59097980037
"시민"	6148.86476941298
"진압"	6075.3017452552
"사태"	6071.22806564692
"구의원"	6038.76993005017
"폭력"	5981.01279583957
"대학"	5938.11220869322
"시민들"	5905.18582840132
"요구"	5808.65514882988
"인권"	5682.30845082947
"상황"	5653.24231875082
"일본"	5621.6717212621
"무역"	5594.31174556789
"증시"	5553.92819475303
"시장"	5380.43536223448
"일"	5345.68132017034
"유학"	5331.29912142074
"영국"	5290.39060751039
"협상"	5267.31462616942
"지역"	5243.13105683775
"주년"	5212.66546169487
"마스크"	5198.82676708008
"국가"	5169.42124067919
"훼손"	5167.36503596872
"세계"	5154.83441089629
"합의"	5145.12531471692
"기업"	5116.81761876243
"자유"	5107.82033781391
"반대"	5071.21506855354
"시진핑"	5070.92971797096
"행정장관"	5056.48884546544
"행정"	5014.70379417265
"분기"	4990.57476703092
"충돌"	4985.25588467683
"지수"	4905.45811771319
"민주"	4892.64220258856
"중국인"	4881.95155458225
"복면금지법"	4842.15898658752
"투표"	4825.69263161291
"통과"	4670.24848507887
"베이징"	4661.15772069441
"전망"	4651.78157112096
"조"	4610.86073755768
"보도"	4583.99762235938
"주장"	4519.73406553033
"시작"	4511.56269370314
"현장"	4484.76429582371
"당국"	4445.1183373096
"공산당"	4443.64473413122
"가능성"	4420.00184840471
"시"	4399.97440730118
"참여"	4398.33183170678
"시행"	4343.43805741351
"범민주"	4325.79229061376
"정치"	4313.11609247965
"민주화"	4239.77828263927
"학교"	4199.1199803986
"경기"	4198.28396957221
"결정"	4168.20005816098
"공격"	4165.40955091991
"발사"	4149.31658375906
"최루탄"	4148.13489669559
"학생들"	4143.38563731426
"지난달"	4119.37895513183
"조슈아"	4118.88166119021
"갈등"	4113.31458533019
"수출"	4105.40578909023
"사진"	4093.66852681515
"대규모"	4071.69119070198
"투자"	4070.16113704622
"발생"	4069.55833920292
"미중"	4063.80421704443
"복면"	4051.9078969141
"사람"	4019.21320529044
"사건"	4017.55612482774
"개월"	3985.18067684782
"대비"	3961.05074324126
"입장"	3937.38604276419
"대응"	3917.44694044939
"조사"	3915.6113051215
"중단"	3912.87502887753
"강조"	3889.34508829406
"비판"	3874.61682539998
"격화"	3870.01103233114
"의원"	3859.15468078353
"알리바바"	3856.22180354481
"예정"	3812.27038624367
"하락"	3812.20104433877
"기록"	3806.4617781102
"영향"	3795.75561468688
"강경"	3775.47665350238
"최대"	3769.96241583671
"친중"	3766.28473648011
"인도"	3759.01118151329
"본토"	3757.73801423888
"거리"	3742.59790984616
"남성"	3712.92646776095
"공식"	3710.95608802545
"결과"	3708.78812984238
"대표"	3703.41866744335
"시위자"	3686.63051939557
"생각"	3684.13084066141
"모습"	3666.286403078
"글로벌"	3664.02632625945
"감소"	3627.7991391998
"행사"	3625.38512057233
"대"	3614.94130914785
"민주주의"	3613.48545462304
"상장"	3599.76269930505
"무역협상"	3593.72860766495
"경고"	3584.02871599397
"예상"	3568.43137011361
"사회"	3565.80072331349
"내년"	3548.62617055685
"주말"	3504.38174917721
"상태"	3492.99708616897
"일국양제"	3484.0537092181
"앵커"	3483.77915321018
"규모"	3462.30248517556
"진행"	3457.50047497187
"운동"	3457.01900502284
"상승"	3440.39559042385
"촉구"	3434.25070426859
"포인트"	3406.00682909211
"중전회"	3383.02831757557
"금리"	3366.90281468129
"비난"	3353.34902958046
"언론"	3351.68299511787
"도로"	3343.34036967615
"수준"	3339.8604792229
